Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_All,M_Money_Positions_Short_All,M_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap__Positions_Short_Old,Swap__Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap__Positions_Short_Other,Swap__Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined,Net_Commercial,Net_Managed_Money,Net_Large_Spec,Net_Small_Spec
GOLD - COMMODITY EXCHANGE INC.,210420,2021-04-20,088691,CMX ,1,88,471738,11755,87520,67853,205281,21297,116843,60419,25335,159142,34068,19140,421365,453060,50373,18678,471738,11755,87520,67853,205281,21297,116843,60419,25335,159142,34068,19140,421365,453060,50373,18678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   11005,     170,     883,     336,    4028,     172,    4773,    2156,     525,    1699,    3692,    1130,    8805,   12586,    2200,   -1581,100.0,2.5,18.6,14.4,43.5,4.5,24.8,12.8,5.4,33.7,7.2,4.1,89.3,96.0,10.7,4.0,100.0,2.5,18.6,14.4,43.5,4.5,24.8,12.8,5.4,33.7,7.2,4.1,89.3,96.0,10.7,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,     17,     25,     19,     27,     22,     82,     30,     43,    105,     30,     40,277,166,    329,     17,     25,     19,     27,     22,     82,     30,     43,    105,     30,     40,    277,    166,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.8,33.0,33.2,46.6,22.6,32.5,31.9,45.5,22.8,33.0,33.2,46.6,22.6,32.5,31.9,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-213193,56424,125074,31695
GOLD - COMMODITY EXCHANGE INC.,210427,2021-04-27,088691,CMX ,1,88,473305,11542,83268,69531,204982,22659,117144,66493,25430,153573,33605,19227,419106,455664,54199,17641,473305,11542,83268,69531,204982,22659,117144,66493,25430,153573,33605,19227,419106,455664,54199,17641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1567,    -213,   -4252,    1678,    -299,    1362,     301,    6074,      95,   -5569,    -463,      87,   -2259,    2604,    3826,   -1037,100.0,2.4,17.6,14.7,43.3,4.8,24.8,14.0,5.4,32.4,7.1,4.1,88.5,96.3,11.5,3.7,100.0,2.4,17.6,14.7,43.3,4.8,24.8,14.0,5.4,32.4,7.1,4.1,88.5,96.3,11.5,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,     14,     23,     19,     26,     24,     78,     33,     41,    103,     29,     39,264,170,    322,     14,     23,     19,     26,     24,     78,     33,     41,    103,     29,     39,    264,    170,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,21.4,31.8,31.9,44.9,20.9,31.6,30.3,44.5,21.4,31.8,31.9,44.9,20.9,31.6,30.3,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-207177,50651,119968,36558
GOLD - COMMODITY EXCHANGE INC.,210504,2021-05-04,088691,CMX ,1,88,470341,11043,78286,68469,203149,24449,117434,63809,25208,152760,35644,19852,419215,450397,51126,19944,470341,11043,78286,68469,203149,24449,117434,63809,25208,152760,35644,19852,419215,450397,51126,19944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -2964,    -499,   -4982,   -1062,   -1833,    1790,     290,   -2684,    -222,    -813,    2039,     625,     109,   -5267,   -3073,    2303,100.0,2.3,16.6,14.6,43.2,5.2,25.0,13.6,5.4,32.5,7.6,4.2,89.1,95.8,10.9,4.2,100.0,2.3,16.6,14.6,43.2,5.2,25.0,13.6,5.4,32.5,7.6,4.2,89.1,95.8,10.9,4.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,     12,     21,     19,     26,     25,     80,     33,     42,    104,     27,     41,267,168,    320,     12,     21,     19,     26,     25,     80,     33,     42,    104,     27,     41,    267,    168,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,19.6,31.3,30.0,44.1,19.1,30.9,28.3,43.6,19.6,31.3,30.0,44.1,19.1,30.9,28.3,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-201923,53625,117116,31182
GOLD - COMMODITY EXCHANGE INC.,210511,2021-05-11,088691,CMX ,1,88,498693,16359,87150,67146,223439,28246,131295,49680,27128,150866,40226,23253,444293,479122,54400,19571,498693,16359,87150,67146,223439,28246,131295,49680,27128,150866,40226,23253,444293,479122,54400,19571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   28352,    5316,    8864,   -1323,   20290,    3797,   13861,  -14129,    1920,   -1894,    4582,    3401,   25078,   28725,    3274,    -373,100.0,3.3,17.5,13.5,44.8,5.7,26.3,10.0,5.4,30.3,8.1,4.7,89.1,96.1,10.9,3.9,100.0,3.3,17.5,13.5,44.8,5.7,26.3,10.0,5.4,30.3,8.1,4.7,89.1,96.1,10.9,3.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,     15,     23,     17,     27,     23,     92,     24,     37,    108,     31,     41,281,159,    330,     15,     23,     17,     27,     23,     92,     24,     37,    108,     31,     41,    281,    159,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.0,30.4,27.1,43.5,17.4,30.4,26.2,43.4,18.0,30.4,27.1,43.5,17.4,30.4,26.2,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-227084,81615,110640,34829
GOLD - COMMODITY EXCHANGE INC.,210518,2021-05-18,088691,CMX ,1,88,520410,18969,84133,67198,234935,35672,141776,49786,27418,148491,41592,25740,465264,499276,55146,21134,520410,18969,84133,67198,234935,35672,141776,49786,27418,148491,41592,25740,465264,499276,55146,21134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   21717,    2610,   -3017,      52,   11496,    7426,   10481,     106,     290,   -2375,    1366,    2487,   20971,   20154,     746,    1563,100.0,3.6,16.2,12.9,45.1,6.9,27.2,9.6,5.3,28.5,8.0,4.9,89.4,95.9,10.6,4.1,100.0,3.6,16.2,12.9,45.1,6.9,27.2,9.6,5.3,28.5,8.0,4.9,89.4,95.9,10.6,4.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353,     14,     25,     20,     26,     25,    107,     19,     35,    106,     35,     46,299,166,    353,     14,     25,     20,     26,     25,    107,     19,     35,    106,     35,     46,    299,    166,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,17.5,29.1,26.8,42.6,16.5,29.1,24.6,42.4,17.5,29.1,26.8,42.6,16.5,29.1,24.6,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-232901,91990,106899,34012
MICRO GOLD - COMMODITY EXCHANGE INC.,210518,2021-05-18,088695,CMX ,1,88,33854,0,0,0,0,0,856,0,0,9175,12915,8653,18684,21568,15170,12286,33854,0,0,0,0,0,856,0,0,9175,12915,8653,18684,21568,15170,12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,27.1,38.1,25.6,55.2,63.7,44.8,36.3,100.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,27.1,38.1,25.6,55.2,63.7,44.8,36.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,      0,      0,      0,      0,      0,.,      0,      0,     10,      8,     11,19,13,     21,      0,      0,      0,      0,      0,.,      0,      0,     10,      8,     11,     19,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,35.4,51.1,47.2,61.0,21.9,35.1,26.1,38.1,35.4,51.1,47.2,61.0,21.9,35.1,26.1,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,FutOnly,0,856,-3740,2884
GOLD - COMMODITY EXCHANGE INC.,210525,2021-05-25,088691,CMX ,1,88,510164,12526,90986,68215,240624,30283,143862,36607,29878,144404,37017,21485,450653,486880,59511,23284,510164,12526,90986,68215,240624,30283,143862,36607,29878,144404,37017,21485,450653,486880,59511,23284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -10246,   -6443,    6853,    1017,    5689,   -5389,    2086,  -13179,    2460,   -4087,   -4575,   -4255,  -14611,  -12396,    4365,    2150,100.0,2.5,17.8,13.4,47.2,5.9,28.2,7.2,5.9,28.3,7.3,4.2,88.3,95.4,11.7,4.6,100.0,2.5,17.8,13.4,47.2,5.9,28.2,7.2,5.9,28.3,7.3,4.2,88.3,95.4,11.7,4.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,     14,     23,     20,     28,     30,     99,     18,     33,    109,     38,     41,290,166,    347,     14,     23,     20,     28,     30,     99,     18,     33,    109,     38,     41,    290,    166,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.1,28.6,27.6,43.5,16.8,28.5,24.5,42.4,18.1,28.6,27.6,43.5,16.8,28.5,24.5,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-250869,107255,107387,36227
GOLD - COMMODITY EXCHANGE INC.,210601,2021-06-01,088691,CMX ,1,88,489198,11017,80820,64564,242936,27405,147270,37297,28107,141556,37828,15973,435892,470366,53306,18832,489198,11017,80820,64564,242936,27405,147270,37297,28107,141556,37828,15973,435892,470366,53306,18832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -20966,   -1509,  -10166,   -3651,    2312,   -2878,    3408,     690,   -1771,   -2848,     811,   -5512,  -14761,  -16514,   -6205,   -4452,100.0,2.3,16.5,13.2,49.7,5.6,30.1,7.6,5.7,28.9,7.7,3.3,89.1,96.2,10.9,3.8,100.0,2.3,16.5,13.2,49.7,5.6,30.1,7.6,5.7,28.9,7.7,3.3,89.1,96.2,10.9,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,     15,     21,     20,     28,     22,     97,     21,     32,    105,     37,     35,280,154,    340,     15,     21,     20,     28,     22,     97,     21,     32,    105,     37,     35,    280,    154,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.6,28.4,28.2,43.7,17.4,28.3,25.2,43.3,18.6,28.4,28.2,43.7,17.4,28.3,25.2,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-248175,109973,103728,34474
GOLD - COMMODITY EXCHANGE INC.,210608,2021-06-08,088691,CMX ,1,88,491858,13828,78884,63894,243644,25774,145037,37373,26830,143744,42021,18922,438029,473448,53829,18410,491858,13828,78884,63894,243644,25774,145037,37373,26830,143744,42021,18922,438029,473448,53829,18410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    2660,    2811,   -1936,    -670,     708,   -1631,   -2233,      76,   -1277,    2188,    4193,    2949,    2137,    3082,     523,    -422,100.0,2.8,16.0,13.0,49.5,5.2,29.5,7.6,5.5,29.2,8.5,3.8,89.1,96.3,10.9,3.7,100.0,2.8,16.0,13.0,49.5,5.2,29.5,7.6,5.5,29.2,8.5,3.8,89.1,96.3,10.9,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,     15,     21,     17,     30,     24,     92,     18,     34,     98,     46,     37,273,161,    334,     15,     21,     17,     30,     24,     92,     18,     34,     98,     46,     37,    273,    161,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.5,28.6,28.1,43.8,17.5,28.6,25.3,43.7,18.5,28.6,28.1,43.8,17.5,28.6,25.3,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-244806,107664,101723,35419
GOLD - COMMODITY EXCHANGE INC.,210615,2021-06-15,088691,CMX ,1,88,480127,15205,79346,65057,232142,26061,138546,41754,25408,135401,40157,18129,423807,462997,56320,17130,480127,15205,79346,65057,232142,26061,138546,41754,25408,135401,40157,18129,423807,462997,56320,17130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -11731,    1377,     462,    1163,  -11502,     287,   -6491,    4381,   -1422,   -8343,   -1864,    -793,  -14222,  -10451,    2491,   -1280,100.0,3.2,16.5,13.5,48.4,5.4,28.9,8.7,5.3,28.2,8.4,3.8,88.3,96.4,11.7,3.6,100.0,3.2,16.5,13.5,48.4,5.4,28.9,8.7,5.3,28.2,8.4,3.8,88.3,96.4,11.7,3.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,     14,     20,     20,     29,     24,     87,     22,     28,    103,     42,     34,268,157,    334,     14,     20,     20,     29,     24,     87,     22,     28,    103,     42,     34,    268,    157,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,19.0,28.8,28.9,43.8,18.1,28.7,26.0,43.7,19.0,28.8,28.9,43.8,18.1,28.7,26.0,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-231226,96792,95244,39190
GOLD - COMMODITY EXCHANGE INC.,210622,2021-06-22,088691,CMX ,1,88,453940,14480,70690,66653,212825,24697,110038,47502,25441,143115,39437,16364,400788,436956,53152,16984,453940,14480,70690,66653,212825,24697,110038,47502,25441,143115,39437,16364,400788,436956,53152,16984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -26187,    -725,   -8656,    1596,  -19317,   -1364,  -28508,    5748,      33,    7714,    -720,   -1765,  -23019,  -26041,   -3168,    -146,100.0,3.2,15.6,14.7,46.9,5.4,24.2,10.5,5.6,31.5,8.7,3.6,88.3,96.3,11.7,3.7,100.0,3.2,15.6,14.7,46.9,5.4,24.2,10.5,5.6,31.5,8.7,3.6,88.3,96.3,11.7,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,     13,     19,     19,     29,     23,     71,     29,     29,    105,     36,     31,251,156,    319,     13,     19,     19,     29,     23,     71,     29,     29,    105,     36,     31,    251,    156,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,19.7,30.6,30.3,45.8,18.8,30.6,27.2,45.6,19.7,30.6,30.3,45.8,18.8,30.6,27.2,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-202382,62536,103678,36168
GOLD - COMMODITY EXCHANGE INC.,210629,2021-06-29,088691,CMX ,1,88,453360,14517,68972,67200,207865,25681,115438,54056,23930,138768,37924,16778,402312,435206,51048,18154,453360,14517,68972,67200,207865,25681,115438,54056,23930,138768,37924,16778,402312,435206,51048,18154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -580,      37,   -1718,     547,   -4960,     984,    5400,    6554,   -1511,   -4347,   -1513,     414,    1524,   -1750,   -2104,    1170,100.0,3.2,15.2,14.8,45.8,5.7,25.5,11.9,5.3,30.6,8.4,3.7,88.7,96.0,11.3,4.0,100.0,3.2,15.2,14.8,45.8,5.7,25.5,11.9,5.3,30.6,8.4,3.7,88.7,96.0,11.3,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,     13,     21,     20,     26,     26,     70,     28,     32,    101,     32,     35,243,165,    309,     13,     21,     20,     26,     26,     70,     28,     32,    101,     32,     35,    243,    165,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,19.8,30.5,30.7,45.6,18.7,30.3,27.2,45.3,19.8,30.5,30.7,45.6,18.7,30.3,27.2,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-195120,61382,100844,32894
GOLD - COMMODITY EXCHANGE INC.,210706,2021-07-06,088691,CMX ,1,88,465811,14158,75008,66765,220641,26752,131218,53258,21212,139327,34466,16451,415883,447788,49928,18023,465811,14158,75008,66765,220641,26752,131218,53258,21212,139327,34466,16451,415883,447788,49928,18023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   12451,    -359,    6036,    -435,   12776,    1071,   15780,    -798,   -2718,     559,   -3458,    -327,   13571,   12582,   -1120,    -131,100.0,3.0,16.1,14.3,47.4,5.7,28.2,11.4,4.6,29.9,7.4,3.5,89.3,96.1,10.7,3.9,100.0,3.0,16.1,14.3,47.4,5.7,28.2,11.4,4.6,29.9,7.4,3.5,89.3,96.1,10.7,3.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,     14,     19,     15,     29,     24,     83,     22,     33,    103,     33,     39,256,161,    314,     14,     19,     15,     29,     24,     83,     22,     33,    103,     33,     39,    256,    161,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,19.4,30.6,30.2,45.5,18.5,30.5,27.4,45.4,19.4,30.6,30.2,45.5,18.5,30.5,27.4,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-214726,77960,104861,31905
GOLD - COMMODITY EXCHANGE INC.,210713,2021-07-13,088691,CMX ,1,88,495798,14757,75926,66111,225970,31571,135938,49647,22119,139605,35060,35618,445719,475911,50079,19887,495798,14757,75926,66111,225970,31571,135938,49647,22119,139605,35060,35618,445719,475911,50079,19887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   29987,     599,     918,    -654,    5329,    4819,    4720,   -3611,     907,     278,     594,   19167,   29836,   28123,     151,    1864,100.0,3.0,15.3,13.3,45.6,6.4,27.4,10.0,4.5,28.2,7.1,7.2,89.9,96.0,10.1,4.0,100.0,3.0,15.3,13.3,45.6,6.4,27.4,10.0,4.5,28.2,7.1,7.2,89.9,96.0,10.1,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,     15,     20,     17,     28,     25,     90,     21,     37,     99,     30,     46,268,166,    318,     15,     20,     17,     28,     25,     90,     21,     37,     99,     30,     46,    268,    166,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.1,28.8,28.1,43.3,17.2,28.7,25.2,42.8,18.1,28.8,28.1,43.3,17.2,28.7,25.2,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-221028,86291,104545,30192
GOLD - COMMODITY EXCHANGE INC.,210720,2021-07-20,088691,CMX ,1,88,490520,14367,78197,67561,232279,41613,135163,44735,20020,142149,36605,20447,441320,473896,49200,16624,490520,14367,78197,67561,232279,41613,135163,44735,20020,142149,36605,20447,441320,473896,49200,16624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -5278,    -390,    2271,    1450,    6309,   10042,    -775,   -4912,   -2099,    2544,    1545,  -15171,   -4399,   -2015,    -879,   -3263,100.0,2.9,15.9,13.8,47.4,8.5,27.6,9.1,4.1,29.0,7.5,4.2,90.0,96.6,10.0,3.4,100.0,2.9,15.9,13.8,47.4,8.5,27.6,9.1,4.1,29.0,7.5,4.2,90.0,96.6,10.0,3.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,     14,     22,     17,     29,     27,     92,     21,     34,     99,     29,     42,265,166,    319,     14,     22,     17,     29,     27,     92,     21,     34,     99,     29,     42,    265,    166,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.6,29.6,29.0,43.7,17.6,29.5,25.7,43.6,18.6,29.6,29.0,43.7,17.6,29.5,25.7,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,FutOnly,-228548,90428,105544,32576
